[2024-04-07 09:36:25,898][knowledgeD.py][line:207][INFO] Epoch:[1/30]	 loss=0.30749	 kd_loss: 0.05771	 hard_loss: 0.24978	 acc=0.282	 lr=0.00020
[2024-04-07 10:52:35,442][knowledgeD.py][line:207][INFO] Epoch:[40/30]	 loss=0.10485	 kd_loss: 0.01500	 hard_loss: 0.08985	 acc=0.773	 lr=0.00020
[2024-04-07 10:54:38,713][knowledgeD.py][line:207][INFO] Epoch:[41/30]	 loss=0.10377	 kd_loss: 0.01496	 hard_loss: 0.08881	 acc=0.763	 lr=0.00020
[2024-04-07 10:56:42,149][knowledgeD.py][line:207][INFO] Epoch:[42/30]	 loss=0.10210	 kd_loss: 0.01481	 hard_loss: 0.08728	 acc=0.794	 lr=0.00020
[2024-04-07 10:58:41,100][knowledgeD.py][line:207][INFO] Epoch:[43/30]	 loss=0.10223	 kd_loss: 0.01468	 hard_loss: 0.08754	 acc=0.794	 lr=0.00020
[2024-04-07 11:00:41,816][knowledgeD.py][line:207][INFO] Epoch:[44/30]	 loss=0.09932	 kd_loss: 0.01449	 hard_loss: 0.08483	 acc=0.778	 lr=0.00020
[2024-04-07 11:02:38,814][knowledgeD.py][line:207][INFO] Epoch:[45/30]	 loss=0.09887	 kd_loss: 0.01426	 hard_loss: 0.08461	 acc=0.812	 lr=0.00020
[2024-04-07 11:04:32,636][knowledgeD.py][line:207][INFO] Epoch:[46/30]	 loss=0.09619	 kd_loss: 0.01443	 hard_loss: 0.08176	 acc=0.801	 lr=0.00020
[2024-04-07 11:06:31,490][knowledgeD.py][line:207][INFO] Epoch:[47/30]	 loss=0.09878	 kd_loss: 0.01419	 hard_loss: 0.08459	 acc=0.784	 lr=0.00020
[2024-04-07 11:08:25,641][knowledgeD.py][line:207][INFO] Epoch:[48/30]	 loss=0.09750	 kd_loss: 0.01415	 hard_loss: 0.08335	 acc=0.793	 lr=0.00020
[2024-04-07 11:10:19,469][knowledgeD.py][line:207][INFO] Epoch:[49/30]	 loss=0.09531	 kd_loss: 0.01409	 hard_loss: 0.08122	 acc=0.813	 lr=0.00020
[2024-04-07 11:12:13,088][knowledgeD.py][line:207][INFO] Epoch:[50/30]	 loss=0.09284	 kd_loss: 0.01393	 hard_loss: 0.07891	 acc=0.799	 lr=0.00020
[2024-04-07 11:14:06,718][knowledgeD.py][line:207][INFO] Epoch:[51/30]	 loss=0.09328	 kd_loss: 0.01390	 hard_loss: 0.07938	 acc=0.800	 lr=0.00020
[2024-04-07 11:16:00,912][knowledgeD.py][line:207][INFO] Epoch:[52/30]	 loss=0.09359	 kd_loss: 0.01363	 hard_loss: 0.07996	 acc=0.812	 lr=0.00020
[2024-04-07 11:17:55,954][knowledgeD.py][line:207][INFO] Epoch:[53/30]	 loss=0.09017	 kd_loss: 0.01336	 hard_loss: 0.07681	 acc=0.798	 lr=0.00020
[2024-04-07 11:19:49,758][knowledgeD.py][line:207][INFO] Epoch:[54/30]	 loss=0.09206	 kd_loss: 0.01330	 hard_loss: 0.07876	 acc=0.796	 lr=0.00020
[2024-04-07 11:21:43,742][knowledgeD.py][line:207][INFO] Epoch:[55/30]	 loss=0.08954	 kd_loss: 0.01316	 hard_loss: 0.07638	 acc=0.818	 lr=0.00020
[2024-04-07 11:23:37,588][knowledgeD.py][line:207][INFO] Epoch:[56/30]	 loss=0.08925	 kd_loss: 0.01327	 hard_loss: 0.07598	 acc=0.832	 lr=0.00020
[2024-04-07 11:25:31,785][knowledgeD.py][line:207][INFO] Epoch:[57/30]	 loss=0.08868	 kd_loss: 0.01319	 hard_loss: 0.07549	 acc=0.799	 lr=0.00020
[2024-04-07 11:27:25,394][knowledgeD.py][line:207][INFO] Epoch:[58/30]	 loss=0.08842	 kd_loss: 0.01322	 hard_loss: 0.07520	 acc=0.818	 lr=0.00020
[2024-04-07 11:29:19,488][knowledgeD.py][line:207][INFO] Epoch:[59/30]	 loss=0.08559	 kd_loss: 0.01286	 hard_loss: 0.07272	 acc=0.816	 lr=0.00020
[2024-04-07 11:31:13,474][knowledgeD.py][line:207][INFO] Epoch:[60/30]	 loss=0.08500	 kd_loss: 0.01294	 hard_loss: 0.07206	 acc=0.835	 lr=0.00020
[2024-04-07 11:33:08,973][knowledgeD.py][line:207][INFO] Epoch:[61/30]	 loss=0.08421	 kd_loss: 0.01278	 hard_loss: 0.07143	 acc=0.832	 lr=0.00020
[2024-04-07 11:35:04,250][knowledgeD.py][line:207][INFO] Epoch:[62/30]	 loss=0.08468	 kd_loss: 0.01277	 hard_loss: 0.07190	 acc=0.824	 lr=0.00020
[2024-04-07 11:36:59,781][knowledgeD.py][line:207][INFO] Epoch:[63/30]	 loss=0.08465	 kd_loss: 0.01268	 hard_loss: 0.07197	 acc=0.823	 lr=0.00020
[2024-04-07 11:38:54,124][knowledgeD.py][line:207][INFO] Epoch:[64/30]	 loss=0.08258	 kd_loss: 0.01271	 hard_loss: 0.06986	 acc=0.822	 lr=0.00020
[2024-04-07 11:40:48,558][knowledgeD.py][line:207][INFO] Epoch:[65/30]	 loss=0.08291	 kd_loss: 0.01268	 hard_loss: 0.07023	 acc=0.822	 lr=0.00020
[2024-04-07 11:42:42,628][knowledgeD.py][line:207][INFO] Epoch:[66/30]	 loss=0.08202	 kd_loss: 0.01266	 hard_loss: 0.06936	 acc=0.837	 lr=0.00020
[2024-04-07 11:44:36,878][knowledgeD.py][line:207][INFO] Epoch:[67/30]	 loss=0.07963	 kd_loss: 0.01243	 hard_loss: 0.06720	 acc=0.827	 lr=0.00020
[2024-04-07 11:46:31,375][knowledgeD.py][line:207][INFO] Epoch:[68/30]	 loss=0.08125	 kd_loss: 0.01237	 hard_loss: 0.06888	 acc=0.837	 lr=0.00020
[2024-04-07 11:48:25,592][knowledgeD.py][line:207][INFO] Epoch:[69/30]	 loss=0.08020	 kd_loss: 0.01240	 hard_loss: 0.06779	 acc=0.806	 lr=0.00020
[2024-04-07 11:50:19,896][knowledgeD.py][line:207][INFO] Epoch:[70/30]	 loss=0.08079	 kd_loss: 0.01231	 hard_loss: 0.06848	 acc=0.823	 lr=0.00020
[2024-04-07 11:52:14,331][knowledgeD.py][line:207][INFO] Epoch:[71/30]	 loss=0.08030	 kd_loss: 0.01228	 hard_loss: 0.06803	 acc=0.839	 lr=0.00020
[2024-04-07 11:54:08,564][knowledgeD.py][line:207][INFO] Epoch:[72/30]	 loss=0.07869	 kd_loss: 0.01220	 hard_loss: 0.06649	 acc=0.840	 lr=0.00020
[2024-04-07 11:56:02,836][knowledgeD.py][line:207][INFO] Epoch:[73/30]	 loss=0.07887	 kd_loss: 0.01228	 hard_loss: 0.06659	 acc=0.854	 lr=0.00020
[2024-04-07 11:57:57,677][knowledgeD.py][line:207][INFO] Epoch:[74/30]	 loss=0.07680	 kd_loss: 0.01202	 hard_loss: 0.06478	 acc=0.850	 lr=0.00020
[2024-04-07 11:59:52,365][knowledgeD.py][line:207][INFO] Epoch:[75/30]	 loss=0.07721	 kd_loss: 0.01199	 hard_loss: 0.06521	 acc=0.844	 lr=0.00020
[2024-04-07 12:01:47,801][knowledgeD.py][line:207][INFO] Epoch:[76/30]	 loss=0.07587	 kd_loss: 0.01228	 hard_loss: 0.06359	 acc=0.833	 lr=0.00020
[2024-04-07 12:03:43,131][knowledgeD.py][line:207][INFO] Epoch:[77/30]	 loss=0.07564	 kd_loss: 0.01204	 hard_loss: 0.06360	 acc=0.841	 lr=0.00020
[2024-04-07 12:05:37,334][knowledgeD.py][line:207][INFO] Epoch:[78/30]	 loss=0.07580	 kd_loss: 0.01180	 hard_loss: 0.06400	 acc=0.837	 lr=0.00020
[2024-04-07 12:07:32,456][knowledgeD.py][line:207][INFO] Epoch:[79/30]	 loss=0.07691	 kd_loss: 0.01194	 hard_loss: 0.06497	 acc=0.824	 lr=0.00020
[2024-04-07 12:09:28,249][knowledgeD.py][line:207][INFO] Epoch:[80/30]	 loss=0.07443	 kd_loss: 0.01182	 hard_loss: 0.06261	 acc=0.843	 lr=0.00020
[2024-04-07 12:11:25,304][knowledgeD.py][line:207][INFO] Epoch:[81/30]	 loss=0.07429	 kd_loss: 0.01196	 hard_loss: 0.06233	 acc=0.826	 lr=0.00020
[2024-04-07 12:13:21,555][knowledgeD.py][line:207][INFO] Epoch:[82/30]	 loss=0.07184	 kd_loss: 0.01167	 hard_loss: 0.06017	 acc=0.834	 lr=0.00020
[2024-04-07 12:15:15,752][knowledgeD.py][line:207][INFO] Epoch:[83/30]	 loss=0.07362	 kd_loss: 0.01173	 hard_loss: 0.06189	 acc=0.821	 lr=0.00020
[2024-04-07 12:17:09,970][knowledgeD.py][line:207][INFO] Epoch:[84/30]	 loss=0.07429	 kd_loss: 0.01189	 hard_loss: 0.06240	 acc=0.841	 lr=0.00020
[2024-04-07 12:19:04,205][knowledgeD.py][line:207][INFO] Epoch:[85/30]	 loss=0.07377	 kd_loss: 0.01169	 hard_loss: 0.06208	 acc=0.838	 lr=0.00020
[2024-04-07 12:20:58,185][knowledgeD.py][line:207][INFO] Epoch:[86/30]	 loss=0.07217	 kd_loss: 0.01156	 hard_loss: 0.06062	 acc=0.844	 lr=0.00020
[2024-04-07 12:22:51,572][knowledgeD.py][line:207][INFO] Epoch:[87/30]	 loss=0.07175	 kd_loss: 0.01151	 hard_loss: 0.06023	 acc=0.835	 lr=0.00020
[2024-04-07 12:24:43,366][knowledgeD.py][line:207][INFO] Epoch:[88/30]	 loss=0.07178	 kd_loss: 0.01142	 hard_loss: 0.06036	 acc=0.856	 lr=0.00020
[2024-04-07 12:26:38,616][knowledgeD.py][line:207][INFO] Epoch:[89/30]	 loss=0.07168	 kd_loss: 0.01163	 hard_loss: 0.06005	 acc=0.861	 lr=0.00020
[2024-04-07 12:28:38,011][knowledgeD.py][line:207][INFO] Epoch:[90/30]	 loss=0.06942	 kd_loss: 0.01154	 hard_loss: 0.05788	 acc=0.855	 lr=0.00020
[2024-04-07 12:30:35,712][knowledgeD.py][line:207][INFO] Epoch:[91/30]	 loss=0.06958	 kd_loss: 0.01134	 hard_loss: 0.05824	 acc=0.835	 lr=0.00020
[2024-04-07 12:32:33,205][knowledgeD.py][line:207][INFO] Epoch:[92/30]	 loss=0.06956	 kd_loss: 0.01147	 hard_loss: 0.05809	 acc=0.850	 lr=0.00020
[2024-04-07 12:34:28,500][knowledgeD.py][line:207][INFO] Epoch:[93/30]	 loss=0.06904	 kd_loss: 0.01131	 hard_loss: 0.05772	 acc=0.851	 lr=0.00020
[2024-04-07 12:36:23,499][knowledgeD.py][line:207][INFO] Epoch:[94/30]	 loss=0.07012	 kd_loss: 0.01120	 hard_loss: 0.05892	 acc=0.850	 lr=0.00020
[2024-04-07 12:38:18,759][knowledgeD.py][line:207][INFO] Epoch:[95/30]	 loss=0.06805	 kd_loss: 0.01116	 hard_loss: 0.05689	 acc=0.856	 lr=0.00020
[2024-04-07 12:40:15,088][knowledgeD.py][line:207][INFO] Epoch:[96/30]	 loss=0.06831	 kd_loss: 0.01119	 hard_loss: 0.05712	 acc=0.851	 lr=0.00020
[2024-04-07 12:42:10,272][knowledgeD.py][line:207][INFO] Epoch:[97/30]	 loss=0.06792	 kd_loss: 0.01156	 hard_loss: 0.05635	 acc=0.851	 lr=0.00020
[2024-04-07 12:44:05,741][knowledgeD.py][line:207][INFO] Epoch:[98/30]	 loss=0.06692	 kd_loss: 0.01115	 hard_loss: 0.05577	 acc=0.850	 lr=0.00020
[2024-04-07 12:46:00,991][knowledgeD.py][line:207][INFO] Epoch:[99/30]	 loss=0.06919	 kd_loss: 0.01156	 hard_loss: 0.05764	 acc=0.855	 lr=0.00020
[2024-04-07 12:47:56,208][knowledgeD.py][line:207][INFO] Epoch:[100/30]	 loss=0.06623	 kd_loss: 0.01099	 hard_loss: 0.05524	 acc=0.856	 lr=0.00020
[2024-04-07 12:49:51,286][knowledgeD.py][line:207][INFO] Epoch:[101/30]	 loss=0.06600	 kd_loss: 0.01111	 hard_loss: 0.05489	 acc=0.861	 lr=0.00020
[2024-04-07 12:51:46,688][knowledgeD.py][line:207][INFO] Epoch:[102/30]	 loss=0.06657	 kd_loss: 0.01101	 hard_loss: 0.05556	 acc=0.849	 lr=0.00020
[2024-04-07 12:53:44,034][knowledgeD.py][line:207][INFO] Epoch:[103/30]	 loss=0.06554	 kd_loss: 0.01105	 hard_loss: 0.05449	 acc=0.866	 lr=0.00020
[2024-04-07 12:55:38,413][knowledgeD.py][line:207][INFO] Epoch:[104/30]	 loss=0.06623	 kd_loss: 0.01115	 hard_loss: 0.05507	 acc=0.826	 lr=0.00020
[2024-04-07 12:57:32,831][knowledgeD.py][line:207][INFO] Epoch:[105/30]	 loss=0.06636	 kd_loss: 0.01119	 hard_loss: 0.05517	 acc=0.851	 lr=0.00020
[2024-04-07 12:59:29,880][knowledgeD.py][line:207][INFO] Epoch:[106/30]	 loss=0.06642	 kd_loss: 0.01148	 hard_loss: 0.05494	 acc=0.866	 lr=0.00020
[2024-04-07 13:01:26,264][knowledgeD.py][line:207][INFO] Epoch:[107/30]	 loss=0.06388	 kd_loss: 0.01085	 hard_loss: 0.05303	 acc=0.866	 lr=0.00020
[2024-04-07 13:03:21,240][knowledgeD.py][line:207][INFO] Epoch:[108/30]	 loss=0.06496	 kd_loss: 0.01096	 hard_loss: 0.05399	 acc=0.861	 lr=0.00020
[2024-04-07 13:05:14,324][knowledgeD.py][line:207][INFO] Epoch:[109/30]	 loss=0.06525	 kd_loss: 0.01108	 hard_loss: 0.05418	 acc=0.856	 lr=0.00020
[2024-04-07 13:07:06,548][knowledgeD.py][line:207][INFO] Epoch:[110/30]	 loss=0.06375	 kd_loss: 0.01087	 hard_loss: 0.05288	 acc=0.835	 lr=0.00020
[2024-04-07 13:08:58,936][knowledgeD.py][line:207][INFO] Epoch:[111/30]	 loss=0.06337	 kd_loss: 0.01097	 hard_loss: 0.05240	 acc=0.846	 lr=0.00020
[2024-04-07 13:10:51,372][knowledgeD.py][line:207][INFO] Epoch:[112/30]	 loss=0.06196	 kd_loss: 0.01092	 hard_loss: 0.05104	 acc=0.863	 lr=0.00020
[2024-04-07 13:12:43,569][knowledgeD.py][line:207][INFO] Epoch:[113/30]	 loss=0.06540	 kd_loss: 0.01086	 hard_loss: 0.05454	 acc=0.852	 lr=0.00020
[2024-04-07 13:14:35,921][knowledgeD.py][line:207][INFO] Epoch:[114/30]	 loss=0.06220	 kd_loss: 0.01083	 hard_loss: 0.05137	 acc=0.866	 lr=0.00020
[2024-04-07 13:16:28,329][knowledgeD.py][line:207][INFO] Epoch:[115/30]	 loss=0.06393	 kd_loss: 0.01122	 hard_loss: 0.05272	 acc=0.876	 lr=0.00020
[2024-04-07 13:18:20,716][knowledgeD.py][line:207][INFO] Epoch:[116/30]	 loss=0.06368	 kd_loss: 0.01081	 hard_loss: 0.05287	 acc=0.855	 lr=0.00020
[2024-04-07 13:20:14,765][knowledgeD.py][line:207][INFO] Epoch:[117/30]	 loss=0.06377	 kd_loss: 0.01057	 hard_loss: 0.05320	 acc=0.865	 lr=0.00020
[2024-04-07 13:22:09,549][knowledgeD.py][line:207][INFO] Epoch:[118/30]	 loss=0.06332	 kd_loss: 0.01061	 hard_loss: 0.05271	 acc=0.846	 lr=0.00020
[2024-04-07 13:24:04,880][knowledgeD.py][line:207][INFO] Epoch:[119/30]	 loss=0.06208	 kd_loss: 0.01069	 hard_loss: 0.05139	 acc=0.868	 lr=0.00020
[2024-04-07 13:26:04,221][knowledgeD.py][line:207][INFO] Epoch:[120/30]	 loss=0.06262	 kd_loss: 0.01086	 hard_loss: 0.05176	 acc=0.834	 lr=0.00020
