[2024-04-11 00:24:49,227][knowledgeD.py][line:209][INFO] Epoch:[1/120]	 loss=0.24848	 kd_loss: 0.05887	 hard_loss: 0.24848	 acc=0.277	 lr=0.00020
[2024-04-11 00:26:43,299][knowledgeD.py][line:209][INFO] Epoch:[2/120]	 loss=0.22297	 kd_loss: 0.05200	 hard_loss: 0.22297	 acc=0.333	 lr=0.00020
[2024-04-11 00:28:38,113][knowledgeD.py][line:209][INFO] Epoch:[3/120]	 loss=0.20825	 kd_loss: 0.04809	 hard_loss: 0.20825	 acc=0.349	 lr=0.00020
[2024-04-11 00:30:32,340][knowledgeD.py][line:209][INFO] Epoch:[4/120]	 loss=0.20002	 kd_loss: 0.04563	 hard_loss: 0.20002	 acc=0.382	 lr=0.00020
[2024-04-11 00:32:27,186][knowledgeD.py][line:209][INFO] Epoch:[5/120]	 loss=0.19007	 kd_loss: 0.04365	 hard_loss: 0.19007	 acc=0.437	 lr=0.00020
[2024-04-11 00:34:20,348][knowledgeD.py][line:209][INFO] Epoch:[6/120]	 loss=0.18500	 kd_loss: 0.04241	 hard_loss: 0.18500	 acc=0.444	 lr=0.00020
[2024-04-11 00:36:13,188][knowledgeD.py][line:209][INFO] Epoch:[7/120]	 loss=0.17585	 kd_loss: 0.04040	 hard_loss: 0.17585	 acc=0.460	 lr=0.00020
[2024-04-11 00:38:06,191][knowledgeD.py][line:209][INFO] Epoch:[8/120]	 loss=0.17051	 kd_loss: 0.03908	 hard_loss: 0.17051	 acc=0.502	 lr=0.00020
[2024-04-11 00:39:58,812][knowledgeD.py][line:209][INFO] Epoch:[9/120]	 loss=0.16584	 kd_loss: 0.03684	 hard_loss: 0.16584	 acc=0.523	 lr=0.00020
[2024-04-11 00:41:51,429][knowledgeD.py][line:209][INFO] Epoch:[10/120]	 loss=0.16046	 kd_loss: 0.03607	 hard_loss: 0.16046	 acc=0.516	 lr=0.00020
[2024-04-11 00:43:44,283][knowledgeD.py][line:209][INFO] Epoch:[11/120]	 loss=0.15626	 kd_loss: 0.03522	 hard_loss: 0.15626	 acc=0.549	 lr=0.00020
[2024-04-11 00:45:37,127][knowledgeD.py][line:209][INFO] Epoch:[12/120]	 loss=0.15157	 kd_loss: 0.03398	 hard_loss: 0.15157	 acc=0.577	 lr=0.00020
[2024-04-11 00:47:30,129][knowledgeD.py][line:209][INFO] Epoch:[13/120]	 loss=0.14738	 kd_loss: 0.03294	 hard_loss: 0.14738	 acc=0.568	 lr=0.00020
[2024-04-11 00:49:22,789][knowledgeD.py][line:209][INFO] Epoch:[14/120]	 loss=0.14369	 kd_loss: 0.03212	 hard_loss: 0.14369	 acc=0.599	 lr=0.00020
[2024-04-11 00:51:15,368][knowledgeD.py][line:209][INFO] Epoch:[15/120]	 loss=0.13988	 kd_loss: 0.03120	 hard_loss: 0.13988	 acc=0.600	 lr=0.00020
[2024-04-11 00:53:08,218][knowledgeD.py][line:209][INFO] Epoch:[16/120]	 loss=0.13678	 kd_loss: 0.02989	 hard_loss: 0.13678	 acc=0.634	 lr=0.00020
[2024-04-11 00:55:01,221][knowledgeD.py][line:209][INFO] Epoch:[17/120]	 loss=0.13350	 kd_loss: 0.02925	 hard_loss: 0.13350	 acc=0.630	 lr=0.00020
[2024-04-11 00:56:54,239][knowledgeD.py][line:209][INFO] Epoch:[18/120]	 loss=0.13019	 kd_loss: 0.02903	 hard_loss: 0.13019	 acc=0.663	 lr=0.00020
