[2024-04-07 14:08:48,404][knowledgeD.py][line:207][INFO] Epoch:[1/30]	 loss=0.25496	 kd_loss: 0.00721	 hard_loss: 0.24776	 acc=0.276	 lr=0.00020
[2024-04-07 14:10:42,465][knowledgeD.py][line:207][INFO] Epoch:[2/30]	 loss=0.22811	 kd_loss: 0.00646	 hard_loss: 0.22165	 acc=0.329	 lr=0.00020
[2024-04-07 14:12:36,682][knowledgeD.py][line:207][INFO] Epoch:[3/30]	 loss=0.21365	 kd_loss: 0.00612	 hard_loss: 0.20753	 acc=0.363	 lr=0.00020
[2024-04-07 14:14:30,948][knowledgeD.py][line:207][INFO] Epoch:[4/30]	 loss=0.20224	 kd_loss: 0.00585	 hard_loss: 0.19639	 acc=0.401	 lr=0.00020
[2024-04-07 14:16:25,188][knowledgeD.py][line:207][INFO] Epoch:[5/30]	 loss=0.19345	 kd_loss: 0.00557	 hard_loss: 0.18787	 acc=0.387	 lr=0.00020
[2024-04-07 14:18:18,161][knowledgeD.py][line:207][INFO] Epoch:[6/30]	 loss=0.18483	 kd_loss: 0.00552	 hard_loss: 0.17931	 acc=0.435	 lr=0.00020
[2024-04-07 14:20:10,990][knowledgeD.py][line:207][INFO] Epoch:[7/30]	 loss=0.17896	 kd_loss: 0.00521	 hard_loss: 0.17375	 acc=0.474	 lr=0.00020
[2024-04-07 14:22:03,621][knowledgeD.py][line:207][INFO] Epoch:[8/30]	 loss=0.17248	 kd_loss: 0.00512	 hard_loss: 0.16736	 acc=0.507	 lr=0.00020
[2024-04-07 14:23:56,437][knowledgeD.py][line:207][INFO] Epoch:[9/30]	 loss=0.16503	 kd_loss: 0.00497	 hard_loss: 0.16006	 acc=0.520	 lr=0.00020
[2024-04-07 14:25:48,862][knowledgeD.py][line:207][INFO] Epoch:[10/30]	 loss=0.16348	 kd_loss: 0.00488	 hard_loss: 0.15860	 acc=0.533	 lr=0.00020
[2024-04-07 14:27:41,649][knowledgeD.py][line:207][INFO] Epoch:[11/30]	 loss=0.15828	 kd_loss: 0.00473	 hard_loss: 0.15356	 acc=0.537	 lr=0.00020
